"id","speakerKey","speaker","text","filename"
"1.3.3","Arjun","Arjuna","Lorsque les familles sont détruites, qu’advient-il de ceux qui restent ? Qui assurera leur subsistance, perpétuera leurs coutumes et entretiendra le souvenir de leurs morts ?","fr/1.3.3.mp3"
"1.3.4","Sanjaya","Sanjaya","Il redoutait les morts qui s’annonçaient, et l’effondrement qui pourrait les suivre.","fr/1.3.4.mp3"
"1.4.1","Arjun","Arjuna","S’ils me frappent alors que je suis sans armes et que je ne résiste pas, cela me semble préférable à ce qui nous attend.","fr/1.4.1.mp3"
"1.4.2","Sanjaya","Sanjaya","Accablé de chagrin, Arjuna posa son arc et ses flèches, puis s’assit.","fr/1.4.2.mp3"
"2.1.1","Krishna","Krishna","Arjuna, cet abattement n’est pas digne de toi. Relève-toi et fais face à ce qui t’attend.","fr/2.1.1.mp3"
"2.1.2","Arjun","Arjuna","Comment pourrais-je lever une arme contre Bhishma et Drona ? Ils méritent mon respect. Je ne sais pas ce qui serait le pire : gagner ou perdre.","fr/2.1.2.mp3"
"2.1.3","Arjun","Arjuna","Je ne parviens plus à discerner ce que mon devoir exige de moi. Dis-moi ce qui est véritablement bon. Je te demande de m’enseigner.","fr/2.1.3.mp3"
"2.1.4","Sanjaya","Sanjaya","Il déclara qu’il ne combattrait pas. Puis il se tut, entre les armées.","fr/2.1.4.mp3"
"2.2.1","Krishna","Krishna","Tes paroles témoignent de ta préoccupation, mais ton chagrin ne voit pas encore toute la vérité. Toi, moi et ces souverains ne sommes pas simplement sortis du néant, et nous ne cesserons pas totalement d’exister.","fr/2.2.1.mp3"
"2.2.2","Krishna","Krishna","Le Soi incarné traverse l’enfance, la jeunesse et la vieillesse, puis poursuit son chemin lorsque le corps meurt. Le Soi ne naît pas avec le corps et n’est pas détruit avec lui.","fr/2.2.2.mp3"
"2.2.3","Krishna","Krishna","Le plaisir et la douleur viennent et passent. Apprends à supporter leurs changements sans perdre de vue ce qui demeure.","fr/2.2.3.mp3"
"2.3.1","Krishna","Krishna","Considère aussi la responsabilité qui t’incombe en tant que guerrier. Dans cette lutte, te retirer ne te libère pas, à lui seul, de ton devoir.","fr/2.3.1.mp3"
"2.3.2","Krishna","Krishna","Consacre-toi à l’action qui te revient. Ne fais pas de sa récompense la raison de tout ce que tu entreprends. Et ne t’attache pas à l’inaction.","fr/2.3.2.mp3"
"2.3.3","Krishna","Krishna","Exerce-toi à rester stable dans la réussite comme dans l’échec. Laisse la compréhension guider ton travail, plutôt que l’exigence d’en posséder le résultat.","fr/2.3.3.mp3"
"2.4.1","Arjun","Arjuna","Comment vit une personne qui possède cette stabilité ? À quoi pourrais-je la reconnaître ?","fr/2.4.1.mp3"
"2.4.2","Krishna","Krishna","Une telle personne est moins gouvernée par les désirs avides, moins ébranlée par la souffrance, moins emportée par le plaisir. Les sens peuvent être ramenés vers l’intérieur, comme une tortue rentre ses membres.","fr/2.4.2.mp3"
"2.4.3","Krishna","Krishna","S’attarder sur un objet peut devenir de l’attachement ; un désir contrarié peut devenir de la colère, et la colère peut obscurcir le discernement. Apprends à voir ce mouvement avant qu’il ne t’emporte.","fr/2.4.3.mp3"
"2.4.4","Krishna","Krishna","Les eaux se déversent dans l’océan, et pourtant il demeure plein et stable. La paix appartient à celui qui peut accueillir l’expérience sans être gouverné par chacun des désirs qu’elle suscite.","fr/2.4.4.mp3"
"3.1.1","Arjun","Arjuna","Si la compréhension est si importante, pourquoi m’orienter vers cette action terrible ? Tes paroles semblent me conduire dans des directions différentes. Montre-moi une voie claire.","fr/3.1.1.mp3"
"3.1.2","Krishna","Krishna","La discipline de la connaissance et celle de l’action ont chacune leur place. Mais la liberté ne vient pas simplement du fait de laisser le travail inaccompli.","fr/3.1.2.mp3"
"3.1.3","Krishna","Krishna","Personne ne demeure entièrement sans agir. Retenir le corps alors que l’esprit reste accroché à ses désirs, ce n’est pas la liberté. Commence par le travail qui t’attend, et change ta manière de l’entreprendre.","fr/3.1.3.mp3"
"3.2.1","Krishna","Krishna","La vie se maintient grâce au don et à ce qui est reçu. Les êtres dépendent de la nourriture, la nourriture de la pluie, et l’ordre de l’offrande relie l’action humaine à un monde plus vaste que l’individu.","fr/3.2.1.mp3"
"3.2.2","Krishna","Krishna","Celui qui prend tout pour lui-même oublie cette dépendance. Accomplis le travail nécessaire sans le réserver uniquement à ton propre profit.","fr/3.2.2.mp3"
"3.3.1","Krishna","Krishna","Ce que fait une personne respectée devient un exemple. L’action peut contribuer à soutenir le monde.","fr/3.3.1.mp3"
"3.3.2","Krishna","Krishna","Je n’ai rien à obtenir, et pourtant je continue d’agir. Si j’abandonnais l’action, d’autres me suivraient, et l’ordre qui soutient leur vie en souffrirait.","fr/3.3.2.mp3"
"3.3.3","Krishna","Krishna","Offre-moi ton travail. Lâche la possessivité et la fièvre de l’attente. Veille à ta propre responsabilité, même lorsque le chemin d’un autre paraît plus facile.","fr/3.3.3.mp3"
"3.4.1","Arjun","Arjuna","Qu’est-ce qui pousse une personne à mal agir, même lorsqu’elle ne le veut pas, comme si quelque chose l’y forçait ?","fr/3.4.1.mp3"
"3.4.2","Krishna","Krishna","Le désir, et la colère qui en naît. Comme la fumée qui recouvre le feu, il peut voiler la connaissance.","fr/3.4.2.mp3"
"3.4.3","Krishna","Krishna","Commence par les sens. Affermis ton discernement. Reconnais que tu ne te réduis pas aux impulsions qui te traversent, et apprends à faire face à cette force sans t’y soumettre.","fr/3.4.3.mp3"
"4.1.1","Krishna","Krishna","Ce yoga a déjà été enseigné et transmis de génération en génération. Comme il s’est obscurci, je te l’enseigne à nouveau, parce que tu es mon fidèle et mon ami.","fr/4.1.1.mp3"
"4.1.2","Arjun","Arjuna","Tu parles d’un enseignement donné à une époque bien antérieure à ta naissance. Comment dois-je le comprendre ?","fr/4.1.2.mp3"
"4.1.3","Krishna","Krishna","Toi et moi avons traversé de nombreuses naissances. Je les connais ; toi, tu ne les connais pas. Bien que sans naissance et impérissable, je me manifeste par ma propre puissance. Lorsque le dharma décline, j’apparais pour protéger le bien, surmonter les actes mauvais et rétablir le dharma.","fr/4.1.3.mp3"
"4.2.1","Krishna","Krishna","L’action est subtile. Un corps immobile peut cacher un esprit plein d’avidité. On peut travailler sans revendiquer que tout nous appartient.","fr/4.2.1.mp3"
"4.2.2","Krishna","Krishna","Lorsque tombe le désir avide de récompense, lorsque l’acte est offert et guidé par la connaissance, le travail peut cesser d’enchaîner de la même manière. Apprends à voir au-delà du mouvement du corps.","fr/4.2.2.mp3"
"4.3.1","Krishna","Krishna","Les êtres font des offrandes de bien des manières : par des dons matériels, la maîtrise de soi, l’étude, la discipline du souffle et la connaissance. Ces pratiques peuvent purifier celui qui les entreprend.","fr/4.3.1.mp3"
"4.3.2","Krishna","Krishna","Dans la vision la plus profonde, l’offrande, l’acte d’offrir et son destinataire appartiennent à Brahman. La connaissance révèle le sens de l’action.","fr/4.3.2.mp3"
"4.4.1","Krishna","Krishna","Approche ceux qui voient clairement avec humilité, des questions sincères et la volonté d’apprendre en servant.","fr/4.4.1.mp3"
"4.4.2","Krishna","Krishna","La connaissance peut te faire traverser les fautes et la confusion. Une confiance disciplinée et une pratique constante comptent. Tranche le doute né de l’ignorance ; établis-toi dans le yoga, et relève-toi.","fr/4.4.2.mp3"
"5.1.1","Arjun","Arjuna","Tu fais l’éloge du renoncement, et tu fais aussi l’éloge de l’action. Quelle voie dois-je suivre ?","fr/5.1.1.mp3"
"5.1.2","Krishna","Krishna","Les deux peuvent conduire au bien suprême, mais la discipline de l’action est ici la voie la plus praticable. Celui qui renonce véritablement n’est pas dévoré par l’attirance et l’aversion.","fr/5.1.2.mp3"
"5.1.3","Krishna","Krishna","La sagesse et l’action disciplinée ne conduisent pas nécessairement à des destinations différentes. Apprends à reconnaître ce qu’il faut abandonner au sein de la vie que tu mènes.","fr/5.1.3.mp3"
"5.2.1","Krishna","Krishna","Agis avec ton corps, ton esprit et ta compréhension, en abandonnant l’attachement possessif. Offre l’action au divin. Comme l’eau sur une feuille de lotus, elle peut ne pas adhérer à toi.","fr/5.2.1.mp3"
"5.2.2","Krishna","Krishna","S’agripper au fruit enchaîne. Relâcher cette emprise apporte la paix.","fr/5.2.2.mp3"
"5.3.1","Krishna","Krishna","Les sages portent un regard égal sur une personne instruite, une vache, un éléphant, un chien et une personne que la société traite en paria.","fr/5.3.1.mp3"
"5.3.2","Krishna","Krishna","Leurs formes et leurs conditions diffèrent. La sagesse ne se laisse pas enfermer dans ces différences. Lorsque la compréhension repose dans le divin, le plaisir extérieur n’a plus à porter tout le poids du bonheur.","fr/5.3.2.mp3"
"5.4.1","Krishna","Krishna","Les plaisirs nés du contact ont un commencement et une fin. Apprends à supporter le désir et la colère sans devenir leur serviteur.","fr/5.4.1.mp3"
"5.4.2","Krishna","Krishna","Ceux qui se tournent vers l’intérieur, qui œuvrent au bien-être des êtres, qui me connaissent comme celui qui reçoit le sacrifice, le seigneur des mondes et l’ami de tous les êtres, trouvent la paix.","fr/5.4.2.mp3"
"6.1.1","Krishna","Krishna","Celui qui accomplit le travail nécessaire sans dépendre de sa récompense pratique le renoncement et le yoga.","fr/6.1.1.mp3"
"6.1.2","Krishna","Krishna","Élève-toi par ta propre discipline. L’esprit peut devenir ton allié ; livré à lui-même, il peut agir contre toi. La stabilité grandit à mesure qu’il devient moins captif du plaisir, de la douleur, des éloges et du mépris.","fr/6.1.2.mp3"
"6.2.1","Krishna","Krishna","Trouve un lieu approprié, assieds-toi dans une posture stable et rassemble ton attention. Laisse ton esprit se tourner vers moi.","fr/6.2.1.mp3"
"6.2.2","Krishna","Krishna","Ce yoga n’est favorisé ni par une nourriture trop abondante ou insuffisante, ni par un excès de sommeil ou une veille permanente. Apporte de l’équilibre à ton alimentation, à ton repos, à ton activité et à tes efforts.","fr/6.2.2.mp3"
"6.2.3","Krishna","Krishna","Un esprit stable est comme cette flamme. Par la pratique, il peut découvrir une joie qui ne dépend pas des sens.","fr/6.2.3.mp3"
"6.3.1","Krishna","Krishna","Chaque fois que l’esprit s’égare, ramène-le. Apprends à te voir dans les autres êtres et à voir les autres êtres en toi, et à prendre leur joie et leur souffrance aussi au sérieux que les tiennes.","fr/6.3.1.mp3"
"6.3.2","Arjun","Arjuna","Mais l’esprit est agité, puissant et obstiné. Le maîtriser me semble aussi difficile que de retenir le vent.","fr/6.3.2.mp3"
"6.3.3","Krishna","Krishna","C’est difficile. Pourtant, la pratique et le relâchement de l’attachement peuvent l’éduquer.","fr/6.3.3.mp3"
"6.4.1","Arjun","Arjuna","Qu’advient-il de celui qui commence avec foi, mais ne peut pas aller au bout du chemin ? Est-il perdu, sans appartenir à rien ?","fr/6.4.1.mp3"
"6.4.2","Krishna","Krishna","Aucun effort sincère vers le bien n’est détruit. Une telle pratique continue de porter ses fruits, même au fil de nouvelles naissances, et ramène le chercheur vers la compréhension.","fr/6.4.2.mp3"
"6.4.3","Krishna","Krishna","Continue. Parmi les yogis, je tiens particulièrement près de moi celui dont la vie intérieure repose en moi, et qui m’honore avec foi et amour.","fr/6.4.3.mp3"
"7.1.1","Krishna","Krishna","Tourne ton esprit vers moi et pratique en prenant refuge en moi. Écoute comment tu peux parvenir à me connaître plus pleinement.","fr/7.1.1.mp3"
"7.1.2","Krishna","Krishna","La terre, l’eau, le feu, l’air, l’espace, l’esprit, l’intelligence et le sentiment du « je » appartiennent à ma nature inférieure. Au-delà se trouve le principe vivant qui soutient le monde.","fr/7.1.2.mp3"
"7.1.3","Krishna","Krishna","Tout repose sur moi, comme les perles sont maintenues par un fil.","fr/7.1.3.mp3"
"7.2.1","Krishna","Krishna","Je suis la saveur de l’eau, la lumière du soleil et de la lune, le son sacré des Védas. Je suis le parfum de la terre et la vie des êtres vivants.","fr/7.2.1.mp3"
"7.2.2","Krishna","Krishna","Je suis la force libérée du désir avide et de l’attachement. Les qualités à travers lesquelles la nature apparaît naissent de moi, mais ne contiennent pas tout ce que je suis.","fr/7.2.2.mp3"
"7.3.1","Krishna","Krishna","Pris dans les qualités de la nature, les êtres ne reconnaissent pas ce qui les dépasse. Ce pouvoir d’apparence, la maya, est difficile à traverser. Ceux qui prennent refuge en moi peuvent le traverser.","fr/7.3.1.mp3"
"7.3.2","Krishna","Krishna","Les êtres se tournent vers moi dans la souffrance, en quête de connaissance, dans l’espoir d’un gain ou par sagesse. Chacun de ces mouvements compte. Le fidèle sage en vient à reconnaître que tout repose dans le divin.","fr/7.3.2.mp3"
"7.4.1","Krishna","Krishna","Le désir oriente souvent l’adoration vers une récompense particulière. Ces récompenses ont une fin.","fr/7.4.1.mp3"
"7.4.2","Krishna","Krishna","Ma réalité ne se réduit pas à ce que tu peux voir à présent. L’attirance et l’aversion obscurcissent la compréhension. Libérés de leur emprise, les chercheurs persévérants se tournent vers moi et cherchent à se délivrer de la vieillesse et de la mort.","fr/7.4.2.mp3"
"8.1.1","Arjun","Arjuna","Qu’entends-tu par Brahman, par le Soi et par karma ? Comment es-tu présent dans le monde incarné, et comment peut-on te connaître au moment de la mort ?","fr/8.1.1.mp3"
"8.1.2","Krishna","Krishna","Brahman est la réalité suprême, impérissable. Adhyatma concerne la nature spirituelle intérieure de chacun. Karma désigne ici l’action créatrice par laquelle naissent les êtres incarnés.","fr/8.1.2.mp3"
"8.1.3","Krishna","Krishna","Le monde changeant est périssable. Il existe aussi un principe conscient qui le gouverne, et je suis présent dans le corps comme le seigneur du sacrifice.","fr/8.1.3.mp3"
"8.2.1","Krishna","Krishna","L’orientation de la conscience au moment de la mort compte. Ce qu’une personne a régulièrement gardé à l’esprit façonne cette orientation finale.","fr/8.2.1.mp3"
"8.2.2","Krishna","Krishna","C’est pourquoi, souviens-toi de moi en tout temps, et accomplis l’action qui t’attend. Offre-moi ton esprit et ta compréhension. Ce souvenir grandit par la pratique.","fr/8.2.2.mp3"
"8.3.1","Krishna","Krishna","Les chercheurs disciplinent leurs sens et leur esprit, en se souvenant de l’impérissable et du son sacré Om.","fr/8.3.1.mp3"
"8.3.2","Krishna","Krishna","Les mondes apparaissent et se retirent au fil d’immenses périodes. Au-delà de ces changements existe une réalité éternelle qui ne périt pas lorsque les êtres périssent. C’est la destination suprême, que l’on approche par une dévotion sans partage.","fr/8.3.2.mp3"
"8.4.1","Krishna","Krishna","L’enseignement décrit une voie lumineuse dont on ne revient pas, et une autre par laquelle le voyageur revient. Connaissant ces voies, le yogi n’a pas à se laisser désorienter.","fr/8.4.1.mp3"
"8.4.2","Krishna","Krishna","Demeure établi dans le yoga en tout temps. Cette compréhension conduit au-delà des récompenses limitées du rituel, de l’étude, de l’ascèse et du don, vers l’origine suprême.","fr/8.4.2.mp3"
"9.1.1","Krishna","Krishna","Je vais te transmettre une connaissance profonde, unie à une compréhension qui peut se vivre. Accueille-la avec un esprit ouvert.","fr/9.1.1.mp3"
"9.1.2","Krishna","Krishna","Ma présence non manifestée imprègne le monde. Les êtres dépendent de moi, et pourtant je ne suis pas enfermé en eux. Sous ma vigilance, la nature fait naître ce qui se meut et ce qui demeure immobile.","fr/9.1.2.mp3"
"9.2.1","Krishna","Krishna","Certains ne voient que mon apparence humaine et ne perçoivent pas ma nature profonde. D’autres se tournent vers moi dans une dévotion constante, en se souvenant de moi et en m’adorant.","fr/9.2.1.mp3"
"9.2.2","Krishna","Krishna","Même les joies du ciel passent lorsque le mérite qui les soutient est épuisé. Ceux dont l’attention repose entièrement en moi cherchent une autre destination. Je veille à ce qui soutient cette vie de dévotion.","fr/9.2.2.mp3"
"9.3.1","Krishna","Krishna","Une feuille, une fleur, un fruit ou de l’eau : si on me les offre avec dévotion, je les reçois.","fr/9.3.1.mp3"
"9.3.2","Krishna","Krishna","Quoi que tu fasses, quoi que tu manges, quoi que tu donnes, quelle que soit la discipline que tu entreprennes, offre-le-moi. Que l’action devienne une offrande, libérée de l’emprise qui t’enchaîne à elle.","fr/9.3.2.mp3"
"9.3.3","Krishna","Krishna","Je suis égal envers tous les êtres. Ceux qui m’aiment demeurent en moi, et moi en eux.","fr/9.3.3.mp3"
"9.4.1","Krishna","Krishna","Même une personne dont la conduite a été profondément mauvaise peut se tourner vers moi avec une dévotion sans partage et avancer vers la droiture. Mon fidèle n’est pas perdu.","fr/9.4.1.mp3"
"9.4.2","Sanjaya","Sanjaya","Krishna parle d’un refuge qui traverse les divisions sociales nommées dans cet enseignement. Son invitation rejoint aussi ceux que ce monde plaçait dans une situation défavorisée.","fr/9.4.2.mp3"
"9.4.3","Krishna","Krishna","Tourne ton esprit vers moi. Accorde-moi ta dévotion et ton respect. Fais de moi ton but suprême, et tu viendras à moi.","fr/9.4.3.mp3"
"10.1.1","Krishna","Krishna","Écoute encore, Arjuna. Je parle pour ton bien. Je suis la source dont tout procède.","fr/10.1.1.mp3"
"10.1.2","Krishna","Krishna","Ceux qui le reconnaissent se tournent vers moi avec amour. En se souvenant de moi ensemble, ils trouvent la joie. À ceux qui me sont dévoués avec amour, je donne le discernement qui les conduit vers moi ; je dissipe les ténèbres de l’ignorance par la lumière de la connaissance.","fr/10.1.2.mp3"
"10.2.1","Arjun","Arjuna","J’accepte ce que tu me dis. Toi seul te connais pleinement. Dis-moi par quelles expressions de ta présence je peux continuer à me souvenir de toi.","fr/10.2.1.mp3"
"10.2.2","Krishna","Krishna","Je suis le Soi au cœur des êtres, leur commencement, leur milieu et leur fin. Parmi les lumières, vois l’éclat du soleil ; parmi les sens, l’esprit ; dans les êtres vivants, la conscience.","fr/10.2.2.mp3"
"10.3.1","Krishna","Krishna","Reconnais mes expressions dans l’Himalaya, dans la syllabe sacrée, dans le figuier des pagodes, dans le Gange, dans la force du lion.","fr/10.3.1.mp3"
"10.3.2","Krishna","Krishna","Je suis aussi le temps, la sagesse, la mémoire et les puissances par lesquelles la vie se déploie. Ce sont des façons de tourner ton attention vers moi.","fr/10.3.2.mp3"
"10.4.1","Krishna","Krishna","Ces manifestations sont sans fin. Tout ce qui possède splendeur, beauté ou puissance naît d’une part de mon éclat.","fr/10.4.1.mp3"
"10.4.2","Krishna","Krishna","Mais pourquoi multiplier les exemples ? D’une seule part de moi-même, je soutiens cet univers tout entier.","fr/10.4.2.mp3"
"10.4.3","Arjun","Arjuna","Je t’ai entendu le décrire. Puis-je le voir ?","fr/10.4.3.mp3"
"11.1.1","Arjun","Arjuna","Ce que tu m’as enseigné a dissipé une grande part de ma confusion. J’ai entendu comment les êtres apparaissent et disparaissent. Je veux contempler ta forme souveraine. Si tu penses que je peux la supporter, montre-la-moi.","fr/11.1.1.mp3"
"11.1.2","Krishna","Krishna","Contemple mes formes, dans leurs innombrables couleurs et variétés. Vois le monde entier rassemblé ici, et des merveilles que tu n’as jamais vues.","fr/11.1.2.mp3"
"11.1.3","Krishna","Krishna","Tes yeux ordinaires ne peuvent accueillir cette vision. Je t’accorde la vision divine.","fr/11.1.3.mp3"
"11.1.4","Sanjaya","Sanjaya","Alors Krishna révéla la forme universelle. Son éclat dépassait toute lumière que le champ de bataille avait connue.","fr/11.1.4.mp3"
"11.2.1","Arjun","Arjuna","Je vois en toi des êtres et des puissances divines. Je ne peux trouver ton commencement, ton milieu ni ta fin. Ton éclat emplit toutes les directions.","fr/11.2.1.mp3"
"11.2.2","Arjun","Arjuna","Et je vois nos guerriers entrer dans la destruction. Bhishma, Drona, les fils de Dhritarashtra se précipitent vers elle comme les fleuves vers la mer.","fr/11.2.2.mp3"
"11.2.3","Arjun","Arjuna","Je ne trouve pas la paix. Dis-moi qui tu es sous cette forme terrible.","fr/11.2.3.mp3"
"11.3.1","Krishna","Krishna","Je suis le Temps, qui conduit les mondes à leur fin. Les guerriers rangés ici ne demeureront pas, même sans toi.","fr/11.3.1.mp3"
"11.3.2","Krishna","Krishna","Relève-toi, Arjuna. Deviens un instrument. Ces guerriers sont déjà pris dans cette fin. Fais face au combat qui t’attend.","fr/11.3.2.mp3"
"11.4.1","Arjun","Arjuna","Je t’ai appelé mon ami et je t’ai parlé avec légèreté, sans connaître la grandeur qui se tenait devant moi. Pardonne ce que je n’ai pas su comprendre.","fr/11.4.1.mp3"
"11.4.2","Arjun","Arjuna","Je suis rempli d’émerveillement et ébranlé par la peur. Montre-moi à nouveau une forme que je puisse supporter : couronnée, avec une massue et un disque, et quatre bras.","fr/11.4.2.mp3"
"11.4.3","Krishna","Krishna","Laisse cette peur s’apaiser. Contemple à nouveau la forme que tu as demandée.","fr/11.4.3.mp3"
"11.4.4","Arjun","Arjuna","En voyant ta douce forme humaine, je peux retrouver mes esprits.","fr/11.4.4.mp3"
"11.4.5","Krishna","Krishna","Par une dévotion sans partage, on peut véritablement me connaître, me voir et entrer en moi. Œuvre pour moi. Fais de moi ton but suprême. Sois libre de tout attachement avide et de toute hostilité envers les êtres.","fr/11.4.5.mp3"
"12.1.1","Arjun","Arjuna","Qui est le plus fermement établi dans le yoga : ceux qui t’adorent avec dévotion, ou ceux qui contemplent la réalité impérissable et non manifestée ?","fr/12.1.1.mp3"
"12.1.2","Krishna","Krishna","Ceux dont l’esprit repose en moi et qui m’adorent avec une foi constante sont profondément unis dans le yoga. Ceux qui suivent le non-manifesté atteignent aussi le but, bien que cette voie soit plus difficile pour les êtres incarnés.","fr/12.1.2.mp3"
"12.1.3","Krishna","Krishna","Pour ceux qui me sont dévoués, je deviens celui qui les délivre de l’océan des naissances et des morts.","fr/12.1.3.mp3"
"12.2.1","Krishna","Krishna","Place en moi ton esprit et ta compréhension. Si tu ne peux pas encore demeurer stable, exerce-toi à revenir.","fr/12.2.1.mp3"
"12.2.2","Krishna","Krishna","Si cette pratique est difficile, accomplis ton travail pour moi. Si tu ne parviens même pas à cela, abandonne l’attachement possessif aux fruits de l’action et discipline-toi.","fr/12.2.2.mp3"
"12.2.3","Krishna","Krishna","La paix se trouve dans ce renoncement.","fr/12.2.3.mp3"
"12.3.1","Krishna","Krishna","M’est cher celui qui ne hait pas, qui est amical et compatissant, libre de possessivité et de l’importance qu’il s’accorde, patient et stable.","fr/12.3.1.mp3"
"12.3.2","Krishna","Krishna","Une telle personne ne trouble pas inutilement le monde et n’est pas constamment gouvernée par les troubles du monde. La dévotion façonne sa manière de vivre parmi les autres.","fr/12.3.2.mp3"
"12.4.1","Krishna","Krishna","Apprends la stabilité dans l’honneur et le déshonneur, les éloges et les reproches, le confort et la douleur. Renonce à exiger que tout te soit favorable.","fr/12.4.1.mp3"
"12.4.2","Krishna","Krishna","Ceux qui suivent avec foi cet enseignement qui donne la vie, en faisant de moi leur but suprême, me sont profondément chers.","fr/12.4.2.mp3"
"13.1.1","Arjun","Arjuna","Explique-moi la nature et le principe spirituel, le champ et celui qui le connaît. Qu’est-ce que la connaissance, et qu’est-ce qui doit être connu ?","fr/13.1.1.mp3"
"13.1.2","Krishna","Krishna","Ce corps est appelé le champ. Celui qui le connaît est le connaisseur du champ. Sache que je suis aussi le connaisseur dans tous les champs.","fr/13.1.2.mp3"
"13.1.3","Krishna","Krishna","Le corps, les sens, l’esprit, le désir, l’aversion, le plaisir et la douleur appartiennent au champ changeant. Distinguer le champ de celui qui le connaît est au cœur de la connaissance.","fr/13.1.3.mp3"
"13.2.1","Krishna","Krishna","L’humilité, la sincérité, le refus de nuire, la patience, la maîtrise de soi, la stabilité et l’attention portée au maître appartiennent à la connaissance.","fr/13.2.1.mp3"
"13.2.2","Krishna","Krishna","Il en va de même de la réflexion sur la naissance, la vieillesse, la maladie et la mort ; de la liberté à l’égard de la possessivité ; de la dévotion ; et d’une recherche soutenue sur le Soi. Tout cela façonne la personne qui cherche à comprendre.","fr/13.2.2.mp3"
"13.3.1","Krishna","Krishna","Écoute ce qui doit être connu, et dont la connaissance permet d’atteindre ce qui est sans mort : Brahman, suprême et sans commencement, au-delà de la division habituelle entre l’être et le non-être.","fr/13.3.1.mp3"
"13.3.2","Krishna","Krishna","Il est à l’intérieur et à l’extérieur des êtres, en mouvement et immobile, proche et lointain. Indivis, il apparaît parmi des formes divisées. Il est la lumière des lumières, présent dans le cœur.","fr/13.3.2.mp3"
"13.4.1","Krishna","Krishna","La nature fait naître les instruments changeants et les actions. Le principe conscient éprouve le plaisir et la douleur ; l’attachement aux qualités de la nature le lie à l’incarnation.","fr/13.4.1.mp3"
"13.4.2","Krishna","Krishna","Certains approchent la compréhension par la méditation, d’autres par la connaissance, d’autres par l’action, et d’autres encore en écoutant puis en mettant en pratique ce qu’ils entendent.","fr/13.4.2.mp3"
"13.4.3","Krishna","Krishna","Vois également dans les êtres la présence suprême, qui demeure au milieu de ce qui périt. Apprends à distinguer le champ de celui qui le connaît, et à discerner la voie qui mène au-delà de l’asservissement.","fr/13.4.3.mp3"
"14.1.1","Krishna","Krishna","Les trois qualités de la nature lient le Soi qui demeure à la vie incarnée. Ce sont sattva, rajas et tamas.","fr/14.1.1.mp3"
"14.1.2","Krishna","Krishna","Sattva apporte lumière et clarté, mais lie par l’attachement au bonheur et à la connaissance. Rajas apporte le désir avide et l’activité agitée, et lie par l’action. Tamas obscurcit la compréhension par la négligence, l’inertie et le sommeil.","fr/14.1.2.mp3"
"14.2.1","Krishna","Krishna","Les qualités prennent et perdent de la force les unes par rapport aux autres. La clarté signale sattva ; l’avidité et l’effort incessant signalent rajas ; la confusion et la négligence signalent tamas.","fr/14.2.1.mp3"
"14.2.2","Krishna","Krishna","Leur influence façonne la conduite et ses conséquences, y compris le cours des naissances futures. Apprends à reconnaître ce qui prend de la force en toi.","fr/14.2.2.mp3"
"14.3.1","Arjun","Arjuna","Comment se comporte celui qui a dépassé ces qualités ? Comment peut-on les dépasser ?","fr/14.3.1.mp3"
